date,actual,sarimax
2016-05-13 19:00:00,1250,1222.2629451378598
2016-05-13 20:00:00,720,1078.7817050954088
2016-05-13 21:00:00,380,754.799659475296
2016-05-13 22:00:00,330,587.0428965940771
2016-05-13 23:00:00,370,517.4455859045825
2016-05-14 00:00:00,350,442.5718775173698
2016-05-14 01:00:00,380,434.58483934610945
2016-05-14 02:00:00,360,395.57982857185317
2016-05-14 03:00:00,360,386.92291323351725
2016-05-14 04:00:00,360,367.3589669839197
2016-05-14 05:00:00,340,425.4731123426551
2016-05-14 06:00:00,380,482.0499301743798
2016-05-14 07:00:00,680,658.9421389798578
2016-05-14 08:00:00,800,758.2300980855082
2016-05-14 09:00:00,710,659.0172477774082
2016-05-14 10:00:00,950,696.8866436221248
2016-05-14 11:00:00,580,725.360401064589
2016-05-14 12:00:00,700,707.7231496056602
2016-05-14 13:00:00,680,642.2268351301801
2016-05-14 14:00:00,640,650.4860742858291
2016-05-14 15:00:00,780,586.4697202365453
2016-05-14 16:00:00,670,797.5316337512047
2016-05-14 17:00:00,1450,1125.459963771737
2016-05-14 18:00:00,1000,1081.920940531566
2016-05-14 19:00:00,540,754.2361379998503
2016-05-14 20:00:00,520,698.0492228381911
2016-05-14 21:00:00,450,470.05299252329263
2016-05-14 22:00:00,370,412.9830824282724
2016-05-14 23:00:00,290,362.59501824122856
2016-05-15 00:00:00,320,361.67024442888317
2016-05-15 01:00:00,330,351.3655455532956
2016-05-15 02:00:00,310,358.7711302168352
2016-05-15 03:00:00,240,343.1266906092319
2016-05-15 04:00:00,310,350.3244108289323
2016-05-15 05:00:00,340,404.40719396279746
2016-05-15 06:00:00,310,472.578041686652
2016-05-15 07:00:00,560,651.8674035943769
2016-05-15 08:00:00,710,750.3741605347509
2016-05-15 09:00:00,610,661.1354289132806
2016-05-15 10:00:00,650,688.008336045303
2016-05-15 11:00:00,630,733.7827084225938
2016-05-15 12:00:00,580,696.9564325642081
2016-05-15 13:00:00,820,654.9707497548076
2016-05-15 14:00:00,530,637.918753834608
2016-05-15 15:00:00,560,601.9830586569101
2016-05-15 16:00:00,860,783.7520935100346
2016-05-15 17:00:00,1420,1142.413405566952
2016-05-15 18:00:00,590,1067.7527559699172
2016-05-15 19:00:00,580,771.450013587409
2016-05-15 20:00:00,1480,684.3852289487688
2016-05-15 21:00:00,1220,486.4880688845169
2016-05-15 22:00:00,520,400.6754070212989
2016-05-15 23:00:00,500,377.37004001914124
2016-05-16 00:00:00,370,351.4553067763665
2016-05-16 01:00:00,320,363.78158935048305
2016-05-16 02:00:00,340,351.2195995325671
2016-05-16 03:00:00,320,352.68769827843823
2016-05-16 04:00:00,330,345.8112421913
2016-05-16 05:00:00,310,410.8312764170049
2016-05-16 06:00:00,320,471.2698557544517
2016-05-16 07:00:00,370,655.0866157904292
2016-05-16 08:00:00,530,752.2319124530112
2016-05-16 09:00:00,420,661.2836870641229
2016-05-16 10:00:00,890,692.803217908834
2016-05-16 11:00:00,620,731.1728315867024
2016-05-16 12:00:00,1240,704.2966918012381
2016-05-16 13:00:00,1600,650.0624910651602
2016-05-16 14:00:00,530,647.284810612867
2016-05-16 15:00:00,670,595.3445579011022
2016-05-16 16:00:00,530,794.537121266777
2016-05-16 17:00:00,1460,1134.6788011947465
2016-05-16 18:00:00,930,1079.305807464987
2016-05-16 19:00:00,690,763.2760332000768
2016-05-16 20:00:00,580,696.0540663457649
2016-05-16 21:00:00,410,478.5123016450688
2016-05-16 22:00:00,280,411.84642553249046
2016-05-16 23:00:00,360,370.1733122057743
2016-05-17 00:00:00,300,361.5883089337693
2016-05-17 01:00:00,330,357.85644904057125
2016-05-17 02:00:00,310,359.8756524897562
2016-05-17 03:00:00,320,348.4145039665631
2016-05-17 04:00:00,320,352.6723987252875
2016-05-17 05:00:00,350,408.46281640539286
2016-05-17 06:00:00,340,476.15010308701216
2016-05-17 07:00:00,390,654.7415997413254
2016-05-17 08:00:00,340,755.0792939776923
2016-05-17 09:00:00,310,662.9488854803354
2016-05-17 10:00:00,320,693.6936162986846
2016-05-17 11:00:00,310,734.7131265183328
2016-05-17 12:00:00,320,703.4202373318725
2016-05-17 13:00:00,250,655.2376696955872
2016-05-17 14:00:00,320,644.926261647786
2016-05-17 15:00:00,310,601.83135059533
2016-05-17 16:00:00,400,791.0518378024575
2016-05-17 17:00:00,920,1142.0964501699498
2016-05-17 18:00:00,600,1075.0930943472451
2016-05-17 19:00:00,740,771.2135823426578
2016-05-17 20:00:00,710,691.5296990233736
2016-05-17 21:00:00,390,486.5558196078529
2016-05-17 22:00:00,280,407.4160941663869
2016-05-17 23:00:00,330,377.9313902424577
2016-05-18 00:00:00,310,357.6235389767984
2016-05-18 01:00:00,320,364.98253662690877
2016-05-18 02:00:00,330,356.6934994018698
2016-05-18 03:00:00,310,354.6249391178009
2016-05-18 04:00:00,310,350.5198930019447
2016-05-18 05:00:00,390,413.5497507114048
2016-05-18 06:00:00,420,475.1940631717368
2016-05-18 07:00:00,320,658.5803860921175
2016-05-18 08:00:00,370,755.4017534131249
2016-05-18 09:00:00,390,665.4998650248723
2016-05-18 10:00:00,350,695.2927512071532
2016-05-18 11:00:00,420,736.0180980276384
2016-05-18 12:00:00,340,706.216352249771
2016-05-18 13:00:00,520,655.4116295464413
2016-05-18 14:00:00,490,648.7721136559245
2016-05-18 15:00:00,500,601.0503393296411
2016-05-18 16:00:00,630,795.7463642851179
2016-05-18 17:00:00,710,1140.58252089573
2016-05-18 18:00:00,1070,1080.397467241252
2016-05-18 19:00:00,860,769.2180109638749
2016-05-18 20:00:00,1340,697.1845617360289
2016-05-18 21:00:00,490,484.34170582942795
2016-05-18 22:00:00,310,413.1588452124447
2016-05-18 23:00:00,340,375.7567550313852
2016-05-19 00:00:00,310,363.20460310619166
2016-05-19 01:00:00,310,363.0849140236745
2016-05-19 02:00:00,300,361.8906630512025
2016-05-19 03:00:00,310,353.2082990891736
2016-05-19 04:00:00,340,355.14996383415996
2016-05-19 05:00:00,330,412.7743887070063
2016-05-19 06:00:00,350,479.12132881020875
2016-05-19 07:00:00,300,658.5561891848025
2016-05-19 08:00:00,320,758.5429468018101
2016-05-19 09:00:00,220,666.2831295072405
2016-05-19 10:00:00,330,697.6184639535642
2016-05-19 11:00:00,310,737.6118441081819
2016-05-19 12:00:00,330,707.7490584285237
2016-05-19 13:00:00,300,657.7691489389545
2016-05-19 14:00:00,380,649.5811622548805
2016-05-19 15:00:00,490,604.0815325219746
2016-05-19 16:00:00,540,795.9404585875108
2016-05-19 17:00:00,1250,1144.1624414947673
2016-05-19 18:00:00,720,1080.1152666669004
2016-05-19 19:00:00,590,773.1969404834689
2016-05-19 20:00:00,710,696.5841118545346
2016-05-19 21:00:00,400,488.5560361842876
2016-05-19 22:00:00,300,412.40656379809894
2016-05-19 23:00:00,340,380.03995728193536
2016-05-20 00:00:00,310,362.4645262393172
2016-05-20 01:00:00,310,367.2779171869138
2016-05-20 02:00:00,220,361.3145900658084
2016-05-20 03:00:00,350,357.1686862412731
2016-05-20 04:00:00,310,354.8690402467739
2016-05-20 05:00:00,370,416.3839313869407
2016-05-20 06:00:00,400,479.23948074269424
2016-05-20 07:00:00,480,661.7263761853183
2016-05-20 08:00:00,760,759.1324383251794
2016-05-20 09:00:00,440,668.9584927656714
2016-05-20 10:00:00,490,698.7177000644239
2016-05-20 11:00:00,440,739.7710328177338
2016-05-20 12:00:00,430,709.3626105751115
2016-05-20 13:00:00,370,659.4238439991901
2016-05-20 14:00:00,360,651.6818591584993
2016-05-20 15:00:00,280,605.2734189400427
2016-05-20 16:00:00,290,798.4732699405591
2016-05-20 17:00:00,450,1144.9585597555485
2016-05-20 18:00:00,470,1083.002616835248
2016-05-20 19:00:00,390,773.6838144567495
2016-05-20 20:00:00,420,699.7321987649318
2016-05-20 21:00:00,390,488.8330220348193
2016-05-20 22:00:00,320,415.71222653841374
2016-05-20 23:00:00,270,380.2122743057484
2016-05-21 00:00:00,290,365.8222033523266
2016-05-21 01:00:00,310,367.44980864145043
2016-05-21 02:00:00,340,364.62293706158215
2016-05-21 03:00:00,290,357.4371189066934
2016-05-21 04:00:00,340,358.0368259047632
2016-05-21 05:00:00,310,416.8331810488239
2016-05-21 06:00:00,360,482.1904524873799
2016-05-21 07:00:00,340,662.4237677815496
2016-05-21 08:00:00,1250,761.8089316406056
2016-05-21 09:00:00,1860,669.9514745692672
2016-05-21 10:00:00,2300,701.0828594109292
2016-05-21 11:00:00,2590,741.0856699581307
2016-05-21 12:00:00,1370,711.4011833872813
2016-05-21 13:00:00,2060,661.0647239334409
2016-05-21 14:00:00,1820,653.3996143734072
2016-05-21 15:00:00,2170,607.2248757389129
2016-05-21 16:00:00,600,799.8951729364978
2016-05-21 17:00:00,570,1147.1870500199354
2016-05-21 18:00:00,750,1084.1699594005815
2016-05-21 19:00:00,650,776.1412190318727
2016-05-21 20:00:00,570,700.6989326460878
2016-05-21 21:00:00,810,491.46060694747376
2016-05-21 22:00:00,440,416.54078036248166
2016-05-21 23:00:00,890,382.9450227483997
2016-05-22 00:00:00,360,366.57907468299294
2016-05-22 01:00:00,340,370.22083334499075
2016-05-22 02:00:00,310,365.37434464715534
2016-05-22 03:00:00,320,360.1818796935485
2016-05-22 04:00:00,330,358.8446835305457
2016-05-22 05:00:00,300,419.49326353970736
2016-05-22 06:00:00,350,483.10888788348694
2016-05-22 07:00:00,380,664.9500231354024
2016-05-22 08:00:00,1140,762.8815249425393
2016-05-22 09:00:00,680,672.3063731929262
2016-05-22 10:00:00,1210,702.340719484719
2016-05-22 11:00:00,2060,743.2447804474511
2016-05-22 12:00:00,760,712.8619208530879
2016-05-22 13:00:00,620,663.017288168493
2016-05-22 14:00:00,640,655.0672112556376
2016-05-22 15:00:00,580,608.973508313889
2016-05-22 16:00:00,530,801.7606940935151
2016-05-22 17:00:00,1590,1148.7466417136498
2016-05-22 18:00:00,720,1086.2130033001513
2016-05-22 19:00:00,580,777.5371670708369
2016-05-22 20:00:00,700,702.8896810575989
2016-05-22 21:00:00,530,492.7265273445381
2016-05-22 22:00:00,470,418.8424797831218
2016-05-22 23:00:00,360,384.12012076496745
2016-05-23 00:00:00,350,368.95076764951887
2016-05-23 01:00:00,310,371.3471166794196
2016-05-23 02:00:00,350,367.7736665568595
2016-05-23 03:00:00,310,361.30139567527186
2016-05-23 04:00:00,300,361.23054950867976
2016-05-23 05:00:00,400,420.64552744291467
2016-05-23 06:00:00,360,485.44391324365324
2016-05-23 07:00:00,340,666.1697813428374
2016-05-23 08:00:00,310,765.1340500228027
2016-05-23 09:00:00,330,673.6218144138107
2016-05-23 10:00:00,310,704.486342865088
2016-05-23 11:00:00,340,744.6762728891754
2016-05-23 12:00:00,370,714.884481720409
2016-05-23 13:00:00,340,664.5766829711627
2016-05-23 14:00:00,350,656.9591994861343
2016-05-23 15:00:00,440,610.6640121368649
2016-05-23 16:00:00,940,803.5231030883836
2016-05-23 17:00:00,2280,1150.5632263880966
2016-05-23 18:00:00,740,1087.85467360174
2016-05-23 19:00:00,720,779.467453667584
2016-05-23 20:00:00,630,704.4262105203666
2016-05-23 21:00:00,410,494.7520574106539
2016-05-23 22:00:00,380,420.2947972470427
2016-05-23 23:00:00,350,386.2179099399367
2016-05-24 00:00:00,300,370.3434808307456
2016-05-24 01:00:00,340,373.49137599035697
2016-05-24 02:00:00,330,369.1333009089775
2016-05-24 03:00:00,320,363.46530360117555
2016-05-24 04:00:00,320,362.58379329027656
2016-05-24 05:00:00,640,422.80294092600775
2016-05-24 06:00:00,430,486.8159755762218
2016-05-24 07:00:00,970,668.2967854884954
2016-05-24 08:00:00,340,766.5472243393125
2016-05-24 09:00:00,230,675.6980274993413
2016-05-24 10:00:00,400,705.9588491282229
2016-05-24 11:00:00,610,746.685844092226
2016-05-24 12:00:00,770,716.4296386174818
2016-05-24 13:00:00,710,666.5089433865556
2016-05-24 14:00:00,900,658.5849540603723
2016-05-24 15:00:00,850,612.5137635954792
2016-05-24 16:00:00,850,805.2319215048487
2016-05-24 17:00:00,1220,1152.3306758050041
2016-05-24 18:00:00,820,1089.6437744233087
2016-05-24 19:00:00,740,781.1578217619688
2016-05-24 20:00:00,580,706.2881022480057
2016-05-24 21:00:00,460,496.37490851403425
2016-05-24 22:00:00,370,422.21806596858704
2016-05-24 23:00:00,350,387.7862633769108
2016-05-25 00:00:00,320,372.3137623355706
2016-05-25 01:00:00,320,375.02066862401
2016-05-25 02:00:00,340,371.1343649543068
2016-05-25 03:00:00,290,364.97227735339345
2016-05-25 04:00:00,330,364.59866591866233
2016-05-25 05:00:00,330,424.30452849607684
2016-05-25 06:00:00,330,488.82802824987937
2016-05-25 07:00:00,390,669.8090624739788
2016-05-25 08:00:00,500,768.5411656744651
2016-05-25 09:00:00,540,677.2352902884857
2016-05-25 10:00:00,470,707.9215654618656
2016-05-25 11:00:00,300,748.2598610541056
2016-05-25 12:00:00,360,718.3508426412027
2016-05-25 13:00:00,430,668.1284129680957
2016-05-25 14:00:00,480,660.4576153378481
2016-05-25 15:00:00,480,614.1839979389916
2016-05-25 16:00:00,1390,807.0524678498031
2016-05-25 17:00:00,710,1154.0535134176096
2016-05-25 18:00:00,940,1091.4120678863553
2016-05-25 19:00:00,710,782.9317585268187
2016-05-25 20:00:00,1140,708.0072069686405
2016-05-25 21:00:00,340,498.19542374377545
2016-05-25 22:00:00,320,423.89383665588696
2016-05-25 23:00:00,320,389.64630732577854
2016-05-26 00:00:00,320,373.9542910850187
2016-05-26 01:00:00,330,376.9112703631253
2016-05-26 02:00:00,300,372.74933012172187
2016-05-26 03:00:00,340,366.8832274389946
2016-05-26 04:00:00,300,366.19862969334315
2016-05-26 05:00:00,340,426.2250894831908
2016-05-26 06:00:00,370,490.42372943594614
2016-05-26 07:00:00,600,671.7286619155828
2016-05-26 08:00:00,940,770.1428512240773
2016-05-26 09:00:00,1660,679.1441551078368
2016-05-26 10:00:00,1590,709.5383988860897
2016-05-26 11:00:00,1460,750.1495586397745
2016-05-26 12:00:00,1330,719.9904200566141
2016-05-26 13:00:00,450,669.9922724674236
2016-05-26 14:00:00,410,662.1256111761999
2016-05-26 15:00:00,370,616.0173944031358
2016-05-26 16:00:00,2970,808.7524227931749
2016-05-26 17:00:00,2640,1155.8540070457009
2016-05-26 18:00:00,1290,1093.1453220208107
2016-05-26 19:00:00,1340,784.6990906526537
2016-05-26 20:00:00,550,709.7729720675266
2016-05-26 21:00:00,460,499.9313798457495
2016-05-26 22:00:00,420,425.68939343023106
2016-05-26 23:00:00,390,391.35446474488674
2016-05-27 00:00:00,360,375.7752905956462
2016-05-27 01:00:00,350,378.5966542188331
2016-05-27 02:00:00,300,374.5901736413506
2016-05-27 03:00:00,350,368.5519021959794
2016-05-27 04:00:00,350,368.0528983151241
2016-05-27 05:00:00,350,427.8837156302643
2016-05-27 06:00:00,380,492.2846336963726
2016-05-27 07:00:00,670,673.3840472857669
2016-05-27 08:00:00,780,772.0036718681949
2016-05-27 09:00:00,1510,680.802828627396
2016-05-27 10:00:00,1510,711.3928924666601
2016-05-27 11:00:00,1860,751.8173909770978
2016-05-27 12:00:00,1110,721.8331670503379
2016-05-27 13:00:00,1590,671.674163473027
2016-05-27 14:00:00,610,663.9522893754142
2016-05-27 15:00:00,460,617.7170417579797
2016-05-27 16:00:00,810,810.5599945045976
2016-05-27 17:00:00,1080,1157.573764563585
2016-05-27 18:00:00,430,1094.932129672309
